0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.012530228678392005,0.03548542779441664,0.05294871930821527,0.0633565445856408,0.06716081384932213,0.06616553597135862,0.06235198259970049,0.05727417087122935,0.0519035467871022,0.0467105757214994,0.04205896481212076,0.03797369482354278,0.03449789023579915,0.03158834639455985,0.029030607501312488,0.026813797750274797,0.02466416117493663,0.02260428462943533,0.0206238576323122,0.01842855367167089,0.017036942510133303,0.015484615445027905,0.014142169116887392,0.013042368444597498,0.011726119969552227
0.03548542779441664,0.10051311182906877,0.15003012956494927,0.1795998620038743,0.1904766732354415,0.18773933452164498,0.17698321639184897,0.16261233606752168,0.14738873201652078,0.13266085743479278,0.11945978108477064,0.10786360292060802,0.09799472872689219,0.0897324113089511,0.08246512997414243,0.07616715833969276,0.07006261292110659,0.06421513772435815,0.0585936400570323,0.05237110900522339,0.04841323399962864,0.044005596993664124,0.04019209377216811,0.03706532574963275,0.0333204483368902
0.05294871930821527,0.15003012956494927,0.22408468693541095,0.268468940477563,0.28498503252106816,0.2811278827579214,0.26520302989922284,0.24378929092476687,0.22103730892406823,0.19900337511027286,0.17922918713773855,0.16185168897108032,0.1470547866677592,0.1346632319049002,0.12375282775035543,0.11429934902937561,0.10514376414328688,0.09637961323826998,0.08795578215586546,0.07865821213412269,0.07270227265556674,0.06609325262776151,0.0603702505162932,0.05567069019203935,0.050034585316282465
0.0633565445856408,0.1795998620038743,0.268468940477563,0.3219808091692149,0.3421868163407211,0.3379276364379786,0.31907334739718346,0.2935046515357951,0.26623091633527585,0.23977999156437999,0.21600215420641775,0.19509322228383216,0.17727626394806448,0.1623502814004337,0.14919102913218882,0.13779138079245504,0.12676337773117902,0.11621572318081193,0.10607992154464448,0.09493980569955482,0.08772877380261179,0.07976971425849536,0.07287029343418551,0.0671935479803571,0.06037413787049731
0.06716081384932213,0.1904766732354415,0.28498503252106816,0.3421868163407211,0.36413650838246914,0.3600556553024186,0.340324545014045,0.3133026595896369,0.284346591848369,0.2562141140055738,0.23087346748069212,0.2085710581097927,0.1895488153692873,0.1736060579924904,0.15952940696945095,0.14733728042390473,0.13555861688554968,0.12430395772298146,0.1134915942594508,0.10167144097902829,0.09391630231950489,0.0854167744411075,0.07804024345077729,0.0719572707943946,0.06463625796289972
0.06616553597135862,0.18773933452164498,0.2811278827579214,0.3379276364379786,0.3600556553024186,0.3564577138926023,0.3372807129577112,0.31075941938373236,0.2822089984188194,0.25441726542978027,0.22933013189637796,0.20722788091952307,0.1883564013980143,0.17253233198908743,0.1585402022474447,0.14642257251170399,0.13473249228026832,0.1235733420667303,0.11285550317358031,0.1012083339346402,0.093449851620424,0.08501479014384192,0.07768624580583468,0.07162942860623162,0.06432693638993969
0.06235198259970049,0.17698321639184897,0.26520302989922284,0.31907334739718346,0.340324545014045,0.3372807129577112,0.3194397140081214,0.29455378172462965,0.26765439053524503,0.24142034912433336,0.2176911954821265,0.19676122373831903,0.1788709151198709,0.16386206130983513,0.15057409986404943,0.13906612736171692,0.127979037138724,0.1174048429048435,0.10725121578150175,0.09628346536507229,0.08886314873327646,0.08086307665155364,0.0739062696625286,0.06814545900225742,0.06118935221280684
0.05727417087122935,0.16261233606752168,0.24378929092476687,0.2935046515357951,0.3133026595896369,0.31075941938373236,0.29455378172462965,0.271794897459405,0.2471136194578097,0.2230019895524246,0.20115382132651843,0.181860538046109,0.16535148507525452,0.15149427459739573,0.1392137022002644,0.12857656106679494,0.1183400202808905,0.10858465129663236,0.09921928605512013,0.08915764731078941,0.08225323177670307,0.07486690826824928,0.06843939154298828,0.06310840025722164,0.056663420930525024
0.0519035467871022,0.14738873201652078,0.22103730892406823,0.26623091633527585,0.284346591848369,0.2822089984188194,0.26765439053524503,0.2471136194578097,0.22478425701577773,0.20293996847431509,0.1831184066759552,0.16559625281843443,0.1505881745255309,0.1379841646787929,0.12680604818308405,0.11712111858534582,0.10780859078222292,0.09893988830232504,0.09042717039454273,0.08132012422201554,0.07500061464735686,0.06828180594066395,0.062431940035027916,0.05757414071435472,0.051695467247804064
0.0467105757214994,0.13266085743479278,0.19900337511027286,0.23977999156437999,0.2562141140055738,0.25441726542978027,0.24142034912433336,0.2230019895524246,0.20293996847431509,0.18329121926301958,0.16544015375774096,0.14964561072509558,0.13610548420630925,0.1247279775352674,0.11463165631006697,0.10588107064093194,0.09747221461369586,0.08946938861709407,0.0817896283688723,0.07359808832169151,0.06786694415561892,0.061801669648037794,0.05651803907597698,0.05212578661040715,0.04680556590539464
